ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783990293959; 9783854359364; 9788871743523; 3990293958,Abschieblinge,,Klagenfurt,Wieser Verlag,2023,201,Prežihov Voranc,,"Strutz, Jozej",,,Fiktionale Darstellung; Erzählende Literatur,ger,slv
9783423148788; 3423148780,Alissa kauft ihren Tod,Lizenzausgabe mit Genehmigung der Carl Hanser Verlag GmbH & Co. KG,München,dtv,2023,301,"Ulickaja, Ljudmila Evgenʹevna",,"Braungardt, Ganna-Maria",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,rus
9783990254394; 3990254391,Auf den Spuren der Fledermaus und andere Erzählungen,,Engerwitzdorf/Mittertreffling,Freya,2023,129,"Solís-Haje, Claudia Inés",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,spa
9783863561710; 3863561716,Awarische Prosa,"Zweite, erweiterte Auflage","Ludwigsburg,",Pop Verlag Literatur,2023,303,"Musajasul, Chalil-Bek; Zadassa, Gamsat; Gamsatow, Rassul; Chatschalow, Abdulmashid; Murtusalijewa, Patimat; Tajmas’chanow, Tadshudin; Alijewa, Fasu; Muchamad, Ghabasil; Gadshijew, Gusejn; Mashidow, Muchomad; Galbazow, Gasimagomed; Magomedowa, Patimat; Ganijewa, Alissa","Chotiwari-Jünger, Steffi; Sagitova, Patimat; Traian, Pop",,,,Anthologie; Erzählende Literatur: Anthologien,ger,ava
9783311101062; 3311101065,Bacacay,,Zürich,Kampa,2023,280,"Gombrowicz, Witold",,"Kühl, Olaf; Tiel, Walter",,,Fiktionale Darstellung; Erzählende Literatur,ger,pol
9783962006037; 3962006036,Bärenschau,,Pliening,Verlagshaus Schlosser,2023,175,"Murányi, Sándor Olivér",,,,,Anthologie; Erzählende Literatur,ger,hun
9783257072709; 3257072708,"Bruno, Chef de cuisine und andere Geschichten aus dem Périgord",,Zürich,Diogenes,2023,329,"Walker, Martin",,"Windgassen, Michael",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,eng
9783423095624; 3423095628,Cuentos de la selva ,,München,dtv,2023,175,"Quiroga, Horacio",,"Düker, Brit",,,Anthologie; Zweisprachige Ausgaben: Deutsch / Spanisch,ger; spa,spa
9783424154573; 3424154571,Das Buch der Mythen und Märchen,1. Auflage,München,Irisiana,2023,175,"Yoshitani, Yoshi",,"Beier, Sven",,,Anthologie,ger,eng
9783875128581; 3875128583,Das Erbe der Menschheit und andere Geschichten,Originalausgabe,Augsburg,MaroVerlag,2023,143,"Chi, Hui",,"Meyer zu Venne, Felix; Dubro, Lukas",,"Wenker, Marius",Anthologie; Erzählende Literatur: Anthologien,ger,chi
9783499001680; 3499001683,Das Exil und das Reich,Neuausgabe,Hamburg,ROWOHLT Taschenbuch,2023,204,"Camus, Albert",,"Meister, Guido G.",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,fre
9783423218795; 3423218797,Das Glück der Geschichtensammlerin,Deutsche Erstausgabe,München,dtv,2023,413,"Page, Sally",,"Müller, Carolin",,,Fiktionale Darstellung; Erzählende Literatur,ger,eng
9783453274587; 345327458X,Das Grauen von Dunwich,Deutsche Erstausgabe,München,Heyne,2023,64,"Lovecraft, H. P.",,"Artmann, H. C.",,"Baranger, François",Fiktionale Darstellung; Horror,ger,eng
9783947831487; 394783148X,Das kleine Buch der Sufi-Geschichten,1. Auflage,Berlin,Der Erzählverlag,2023,208,"Douglas-Klotz, Neil",,,,,Anthologie; Gemischte Anthologien,ger,eng
9783835355545; 3835355546,Das Lachen der Götter,,Göttingen,Wallstein Verlag,2023,222,"Šteger, Aleš",,"Göritz, Matthias",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur,ger,slv
9789534904343,"Das Leben ist schön, wenn man weiß, wie man es lebt",,Split,Safari duha d.o.o.,2023,230,"Bučević, Ana",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,hrv
9783257072600; 3257072600,Das Spiel mit der Angst und andere Geschichten,,Zürich,Diogenes,2023,223,"Markarēs, Petros",,"Prinzinger, Michaela",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,gre
9783312012848; 3312012848,Das Unerwartete,"1. Auflage, ungekürzte Taschenbuchausgabe",Hamburg,HarperCollins Taschenbuch,2023,380,"Oates, Joyce Carol",,"Morawetz, Silvia",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783039260539; 3039260537,Denk an die Tage und Nächte,,Zürich,Limmat Verlag,2023,194,"De Marchi, Pietro",,"Sauser, Barbara",,,Fiktionale Darstellung; Erzählende Literatur,ger,ita
9783825153472; 3825153479,Der Boulevard,Deutsche Erstausgabe,Stuttgart,Urachhaus,2023,160,"Jansson, Tove",,"Kicherer, Birgitta",,,Anthologie; Erzählende Literatur,ger,swe
9783833243301; 3833243309,Der Fluss aus Silber,1. Auflage,Stuttgart,Panini Verlags GmbH,2023,300,"Chakraborty, S. A.",,"Fricke, Kerstin",,,Fiktionale Darstellung; Fantasy,ger,eng
9783455015034; 3455015034,Der Hund des Todes,1. Auflage,Hamburg,Atlantik,2023,317,"Christie, Agatha",,"Berger, Marfa; Meinert, Maria; Walter, Edith",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,eng
9783518243602; 3518243608,Der Ingenieur von Babel,Erste Auflage,Berlin,Suhrkamp Verlag,2023,196,"Bufalino, Gesualdo",,"Pflug, Maja",,,Fiktionale Darstellung; Erzählende Literatur,ger,ita
9783832167103; 3832167102,"Der längste, strahlendste Tag",,Köln,DuMont,2023,267,"Myers, Benjamin",,"Wasel, Ulrike; Timmermann, Klaus",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783442758678; 344275867X,Der Spielzeug-Sammler,1. Auflage,München,btb,2023,315,"McBride, James",,"Löcher-Lawrence, Werner",,,Fiktionale Darstellung; Erzählende Literatur,ger,eng
9783752007312; 3752007311,Der strahlende Berg,,Wiesbaden,Reichert Verlag,2023,145,"Gen'yū, Sōkyū",,"Arndt-Kunimoto, Frauke; Fuchs, Mariko",,,Anthologie; Erzählende Literatur: Anthologien,ger,jpn
9783730614068; 3730614061,Der Untergang des Hauses Usher,,München,Anaconda,2023,383,"Poe, Edgar Allan",,"Etzel, Gisela",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,eng
9783847704683; 3847704680,Der verwunschene Fels und andere Erzählungen,Originalausgabe,Berlin,Die Andere Bibliothek,2023,321,"Cather, Willa","Krup, Agnes","Krup, Agnes",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783730611661; 3730611666,Die besten Geschichten,,München,Anaconda,2023,223,"Dickens, Charles",,"Holtsch, Heike; Samland, Bernd",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783730613078; 3730613073,Die besten Geschichten,,München,Anaconda,2023,319,"Stevenson, Robert Louis",,"Conrad, Heinrich; Pannwitz, Max; Thesing, Marguerite",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783730613313,Die besten Geschichten,,München,Anaconda,2023,605,"Twain, Mark",,"Conrad, Heinrich","Twain, Mark; Twain, Mark",,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783969992630; 396999263X,Die Diamantlinse,Deutsche Erstausgabe,Göttingen,Steidl Verlag,2023,149,"O'Brien, Fitz-James","Nohl, Andreas","Nohl, Andreas",,,Anthologie; Erzählende Literatur,ger,eng
9783965090637; 3965090631,Die große Stille ,Inhaltlich unveränderte Neuausgabe,München,Golkonda,2023,390,"Chiang, Ted",,"molosovsky; Schmidt, Jacob; Will, Karin",,,Anthologie; Erzählende Literatur: Anthologien,ger,eng
9783986760878; 3986760873,Die Lotterie und andere dunkle Erzählungen,"1. Auflage, deutsche Erstausgabe",Leipzig,Festa,2023,361,"Jackson, Shirley",,"Ruf, Martin",,,Fiktionale Darstellung; Horror,ger,eng
9783038201342; 3038201340,Die Rose im Sand,Neuübersetzung,Zürich,Dörlemann,2023,280,"Glaspell, Susan",,"Bochert, Henning",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur,ger,eng
9783150144213; 3150144213,Die Schneekönigin,,Ditzingen,Reclam,2023,61,"Andersen, Hans Christian",,"Detering, Heinrich",,,Fiktionale Darstellung; Erzählende Literatur,ger,dan
9783150144244; 3150144248,Die schwarze Katze,,Ditzingen,Reclam,2023,95,"Poe, Edgar Allan",,"Etzel, Gisela",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,eng
9783548291055; 3548291058,Die Stadt antwortete nicht,1. Auflage,Berlin,Ullstein,2023,142,"De Luca, Erri",,"Künzler, Anette",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,ita
9783950531039; 3950531033,Die Tapferkeit der Zugvögel und andere Erzählungen,1. Auflage,Wien,Sonata Book,2023,571,"Fan, Xiaoqing; Ye, Zi; Pan, Jun; Chi, Zijian; Wang, Xiangfu; Lin, Sen; Guo, Shuang; Yi, Kang; Zhang, Chu; Man, Xiansheng","Wang, Jing",,,,Anthologie; Erzählende Literatur: Anthologien,ger,chi
9783730612811; 3730612816,Die Welt mit anderen Augen sehen,,München,Anaconda,2023,223,,"Reps, Paul","Olvedi, Ulli",,,Quelle,ger,eng
9783633543243; 3633543244,Die Welt möge Zeuge sein,Erste Auflage,Berlin,"Suhrkamp Verlag, Jüdischer Verlag",2023,458,"Bergelson, Daṿid","Koller, Sabine; Poljan, Aleksandra","Koller, Sabine; Comans, Peter; Klingenstein, Susanne; Wurbs, Janina",,,Anthologie; Erzählende Literatur: Anthologien,ger,yid
9783943117240; 3943117243,Diese verdammten Sauen,"1. Auflage, Neuedition",Saarbrücken,Calambac Verlag ,2023,95,"Montgomery, L. M.","Moreno Sobrino, Elena","Tubb, Edwin C.",,"Aron, Nele",Fiktionale Darstellung; Zweisprachige Ausgaben: Deutsch / Englisch,eng; ger,eng
9783328109815; 3328109811,Ein Puppenheim,1. Auflage,München,Penguin Verlag ,2023,107,"Strindberg, August",,"Oplatka-Steinlin, Helen",,"Oplatka-Steinlin, Helen",Anthologie; Erzählende Literatur,ger,swe
9781800268944; 1800268947,Eisenhorn,,Nottingham,Black Library,2023,1020,"Abnett, Dan",,"Behrenbruch, Stefan",,,Fiktionale Darstellung; Science Fiction,ger,eng
9798391611295,Erzählungen,,Halle (Saale),Andre Höhn,2023,158,"T̕owmanyan, Hovhannes",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,arm
9783982485249; 398248524X,Erzählungen 1924-1933,1. Auflage,Hamburg,Edition Kentavros,2023,132,"Lapathiōtēs, Napoleōn","List, Markus","List, Markus",,,Anthologie; Erzählende Literatur,ger,gre
9783866602939; 3866602936,Erzählungen vom Balkan,1. Auflage,Leipzig,Leipziger Literaturverlag,2023,353,"Stanković, Borisav",,"Hodel, Robert",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,srp
9783890866147,Flecken im leeren,,Aachen,Rimbaud Verlag,2023,207,"Arp, Hans",,"Becker, Heribert",,"Arp, Hans",Anthologie; Gemischte Anthologien,ger,fre
9783944359687; 3944359682,Fremde Helden,,Berlin,Schruf & Stipetic,2023,302,"Pavičić, Jurica",,"Böhm-Milosavljević, Susanne; Stipetić, Blanka",,,Fiktionale Darstellung; Erzählende Literatur,ger,hrv
9783518243497; 3518243497,Fremder Mond,Erste Auflage dieser Ausgabe,Berlin,Suhrkamp Verlag,2023,195,"Aiken, Conrad",,"Kaiser, Ernst; Pörtner, Marlis; Schlüter, Marguerite Valerie; Weil, Grete",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783492319966; 3492319963,Funken in der Dunkelheit,Taschenbuchsonderausgabe,München,Piper,2023,237,"Ahern, Cecelia",,"Strüh, Christine; Christ, Barbara",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783945713952; 3945713951,Furcht und andere Geschichten,1. Auflage,Zossen,Edition SOLAR-X,2023,215,"Abdullah, Achmed",,"Müller, Wilko",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783968910765; 3968910761,Geschichten aus Lateinamerika,Deutsche Fassung,Hannover,Schinken Verlag,2023,135,"Delgado, Carlos",,"Wrana, Magali",,,Anthologie; Erzählende Literatur,ger,spa
9783751809399; 3751809392,Geschichten der Nacht,Erste Auflage,Berlin,Matthes & Seitz Berlin,2023,510,"Mauvignier, Laurent",,"Kalscheuer, Claudia",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage; Erzählende Literatur: Gegenwartsliteratur ab 1945",ger,fre
9783910563063,Geschichten der Niedertracht,1. Auflage,Lübeck,Rote Katze Verlag,2024,283,"Piątkowska, Monika",,"Schulz-Gruner, Paulina",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,pol
9783986664169; 3986664165,Geschichten des Grauens,,Ludwigsburg,Cross Cult,2023,335,,,"Gore, Isabelle",,,Anthologie; Science Fiction,ger,eng
9783958033498; 3958033490,Geschichten sind das Kleid der Wahrheit,,München,Scorpio,2023,445,"Lyu, Si hwa",,"Dirks, Jan Henrik",,"Hajek, Olaf",Anthologie; Erzählende Literatur: Anthologien,ger,kor
9783458243410; 3458243410,Geschichten vom Hulanfluss,Erste Auflage dieser Ausgabe,Berlin,Insel Verlag,2023,283,"Xiao, Hong",,"Keen, Ruth",,"Keen, Ruth",Fiktionale Darstellung; Erzählende Literatur,ger,chi
9783964281913; 3964281913,Geschichten von Samurai-Frauen,1. Auflage,Berlin,Verlagshaus Jacoby & Stuart,2023,166,"Pérez, Sébastien",,,,"Lacombe, Benjamin; Hayek, Mathias",Fiktionale Darstellung; Historische Romane und Erzählungen,ger,fre
9783311150701; 3311150708,"Geschichten, die erfrischen",,Zürich,Kampa,2023,256,,"Sidney, Aleksia",,,,Anthologie; Erzählende Literatur: Anthologien,ger,eng; mul
9783965090644; 396509064X,Geteilt durch null,Inhaltlich unveränderte Neuausgabe,München,Golkonda,2023,360,"Chiang, Ted",,"molosovsky; Will, Karin",,,Anthologie; Erzählende Literatur: Anthologien,ger,eng
9783446279889; 3446279881,Greasy Lake und andere Geschichten,1. Auflage,München,Hanser,2023,288,"Boyle, T. Coraghessan",,"Bandini, Ditte; Bandini, Giovanni",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783455015294; 3455015298,Hercule Poirot schläft nie,1. Auflage,Hamburg,Atlantik,2023,317,"Christie, Agatha",,"Mundhenk, Michael",,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,eng
9783991140276; 3991140276,Himmelskäfig und andere Erzählungen,1. Auflage,"Schiedlberg, Austria",BACOPA VERLAG,2023,292,,"Wang, Jing",,,,Anthologie; Erzählende Literatur: Anthologien,ger,chi
9798851768422,Horror am Flussufer,,Hildesheim,Benu Krimi Edition,2023,200,"Zagat, Arthur Leo",,"Schneider, Bernward",,,Anthologie; Erzählende Literatur: Anthologien,ger,eng
9783869712802,Im Paradies,1. Auflage,Köln,Galiani Berlin,2023,101,"Nielsen, Asta; Menschik, Kat",,,,,Fiktionale Darstellung; Romanhafte Biographien; Erzählende Literatur,ger,dan
9783150144237; 315014423X,Im Tunnel,,Ditzingen,Reclam,2023,87,"Dickens, Charles",,"Heichen, Paul",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783103974959; 3103974957,Im Wahn der Anderen,,Frankfurt am Main,S. Fischer,2023,255,"Krasznahorkai, László",,"Flemming, Heike",,"Neumann, Max",Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,hun
9783518431191; 3518431196,Kanus,"Erste Auflage, deutsche Erstausgabe",Berlin,Suhrkamp,2023,163,"Kerangal, Maylis de",,"Spingler, Andrea",,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,fre
9783835354685; 383535468X,Kaum ein Tag ohne Spektakel,,Göttingen,Wallstein Verlag,2023,232,"Pontoppidan, Henrik","Hastenplug, Marlene; Sonnenberg, Ulrich",,,,Anthologie; Erzählende Literatur: Anthologien,ger,dan
9783792002803; 3792002809,Keine Heiligen,,Düsseldorf,Karl Rauch,2023,113,"Koritzinsky, Roskva",,"Donat, Andreas",,,Fiktionale Darstellung; Erzählende Literatur,ger,nor
9783981103977; 3981103971,Kilometer 101,,Augsburg,Verlag an der Wertach,2023,223,"Weber, Waldemar",,,,,Anthologie; Erzählende Literatur,ger,rus
9783406798122; 3406798128,Klingende Einsamkeit,,München,C.H.Beck,2023,187,,"Koppenfels, Martin von; Lange, Susanne",,,,Anthologie; Lyrik,ger; spa,spa
9798399282404,Kujtime nga Kosova,,"Marienheide, Deutschland",Adrian Kuqi,2023,176,"Kuqi, Adrian",,,,,Fiktionale Darstellung; Erzählende Literatur,ger; alb; eng,alb
9789941851704,Lyrik aus Marburg,Exklusive Ausgabe,Marburg,Ludwig Legge,2023,45,,"Legge, Ludwig","Megrelischwili, Kessaria",,,Anthologie; Lyrik,ger,geo; ger
9783518431375; 3518431374,Mädchen und Institutionen,"Erste Auflage, deutsche Erstausgabe",Berlin,Suhrkamp,2023,191,"Serenko, Darʹja",,"Körner, Christiane",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,rus
9783990296271; 9783991380672; 9788871743530; 3990296272; 9783854350675; 3854350678,Maiglöckchen,,Klagenfurt,Wieser Verlag,2023,97,Prežihov Voranc,,"Olof, Klaus Detlef",,"Gauß, Karl-Markus",Fiktionale Darstellung; Erzählende Literatur,ger,slv
9783462005813; 3462005812,Malinverno oder Die Bibliothek der verlorenen Geschichten,1. Auflage,Köln,Kiepenheuer & Witsch,2023,407,"Dara, Domenico",,"Mehrmann, Anja",,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,ita
9783103971538; 3103971532,Mann im Mond,Deutsche Erstausgabe,Frankfurt am Main,S. Fischer,2023,202,"Bastašić, Lana",,"Zeinzinger, Rebekka",,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,bos
9783518243770; 3518243772,Marjams Geschichten,Erste Auflage dieser Ausgabe,Berlin,Suhrkamp Verlag,2023,474,"Ṣubḥ, ʿAlawīya",,"Chammaa, Leila",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,ara
9783499013508; 3499013509,Miss Camerons Weihnachtsfest,,Hamburg,Rowohlt Taschenbuch VErlag,2023,157,"Pilcher, Rosamunde",,"Asendorf, Dorothee; Längsfeld, Margarete",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783442772087; 3442772087,Morden mit Maud,"1. Auflage, genehmigte Taschenbuchausgabe",München,btb,2023,206,"Tursten, Helene",,"Rieck-Blankenburg, Antje",,,"Anthologie; Krimis, Thriller, Spionage; Spannung",ger,swe
9783423148412; 3423148411,Nach der Sonne,,München,dtv,2023,154,"Eika, Jonas",,"Allenstein, Ursel",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,dan
9783946711599; 3946711596,Nicht immer singt ein Schwan,,Babenhausen,Verlag des Instituts Drachenhaus,2023,280,"Porten, Adrian Gill",,"Michaels, Adi Mira",,,Erzählende Literatur,ger,eng
9783753916934; 3753916935,NieR: Automata - lange Geschichten,"Deutsche Ausgabe, 1. Auflage",Hamburg,Altraverse GmbH,2023,334,"Eishima, Jun; Yokoo, Tarō",,,,,Fiktionale Darstellung; Science Fiction,ger,jpn
9783753916927; 3753916927,NieR: Automata™ - kurze Geschichten,"Deutsche Ausgabe, 1. Auflage",Hamburg,Altraverse GmbH,2023,292,"Eishima, Jun; Yokoo, Tarō",,"Gstöttner, Julia",,,Anthologie; Erzählende Literatur: Anthologien,ger,jpn
9783426279175; 3426279177,Nimm meinen Schmerz,Originalausgabe,München,Droemer,2023,348,"Gordeeva, Katerina",,"Seitz, Jennie",,,Fiktionale Darstellung; Erzählende Literatur: Anthologien,ger,rus
9783518470473; 3518470477,Sämtliche Erzählungen,1. Auflage,Berlin,Suhrkamp,2023,579,"Onetti, Juan Carlos","Becker, Svenja; Dormagen, Jürgen","Becker, Svenja; Dormagen, Jürgen; Botond, Anneliese; Muster, Wilhelm; Poppenberg, Gerhard; Strien, René",,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,spa
9783832182106; 3832182101,Schaurige Nächte,1. Auflage,Köln,DuMont,2023,285,"Collins, Bridget; Gowar, Imogen Hermes; Hargrave, Kiran Millwood; Hurley, Andrew Michael; Kidd, Jess; Macneal, Elizabeth; Pulley, Natasha; Purcell, Laura",,"Löcher-Lawrence, Werner",,,Anthologie; Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783311100454; 331110045X,Sonnenstich,1. Auflage,Zürich,Kampa,2023,155,"Hadley, Tessa",,"Hertle, Marion; Bodmer, Thomas",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783832168162; 3832168168,Sprechen lernen,Erste Auflage,Köln,DuMont,2023,156,"Mantel, Hilary",,"Löcher-Lawrence, Werner",,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783150145524; 315014552X,Stadtführer Berlin,,Ditzingen,Reclam,2023,106,"Nabokov, Vladimir Vladimirovič",,"Zimmer, Dieter E.; Gerhardt, Renate",,"Müller-Schmitt, Richard",Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783833244124; 3833244127,Star Wars: die Hohe Republik - Geschichten von Licht und Leben,1. Auflage,Stuttgart,Panini Verlags GmbH,2023,349,,,"Toneguzzo, Tobias",,,"Anthologie; Science Fiction, Fantasy",ger,eng
9783423283212; 3423283211,Stories,2. Auflage,München,dtv,2023,303,"Williams, Joy",,"Jakobeit, Brigitte; Walz, Melanie",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9781800267794; 1800267797,The Horus Heresy,,"Nottingham, UK",Black Library,2023,890,"Wraight, Chris; McNeill, Graham; Annendale, David",,"Gehart, Sebastian; Roesner, Tobias",,,,ger,eng
9781800268937; 1800268939,The Horus Heresy,,"Nottingham, UK",Black Library,2023,1033,"Kyme, Nick","Goulding, Laurie","Knackstedt, Jan; Gerbrecht, Sabrina; Gehart, Sebastian",,,,ger,eng
9781800269255; 1800269250,The Horus Heresy,,"Nottingham, UK",Black Library,2023,888,,"Haley, Guy; Goulding, Laurie; Wraight, Chris","Knackstedt, Jan; Gehart, Sebastian; Schüpstuhl, Mark; Behrenbruch, Stefan",,,,ger,eng
9783958233614; 3958233619,Thomas Elkin Sammelband 1-3,Deutsche Erstausgabe,Eching,Cursed Verlag,2023,405,"Walker, N. R.",,"Ahrens, Susanne",,,Fiktionale Darstellung; Erzählende Literatur,ger,eng
9783103975222; 3103975228,Titan oder die Gespenster der Vergangenheit,,Frankfurt am Main,S. FISCHER,2023,299,"Lebedev, Sergej",,"Zwerg, Franziska",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,rus
9783966623810; 3966623811,"Tolldreiste Geschichten, Erster Band","Der Text des vorliegenden Neusatzes folgt der Ausgabe von 1908, erschienen im Piper Verlag München, sowie der revidierten Ausgabe von 1981",München,Boer Verlag,2023,436,"Balzac, Honoré de",,"Rüttenauer, Benno",,"Doré, Gustave",Erzählende Literatur: Hauptwerk vor 1945,ger,fre
9783966623827; 396662382X,"Tolldreiste Geschichten, Zweiter Band","Der Text des vorliegenden Neusatzes folgt der Ausgabe von 1908, erschienen im Piper Verlag München, sowie der revidierten Ausgabe von 1981",München,Boer Verlag,2023,420,"Balzac, Honoré de",,"Rüttenauer, Benno",,"Doré, Gustave",Erzählende Literatur: Hauptwerk vor 1945,ger,fre
9783630876641; 3630876641,"Tun, was getan werden muss",1. Auflage,München,Luchterhand,2023,286,"MacLeod, Alexander",,"Ahrens, Henning",,,Fiktionale Darstellung; Erzählende Literatur,ger,eng
9783935535472; 3935535473,Unheimlich,"Deutsche Erstausgabe, 1. Auflage",Frankfurt am Main,Literaturca Verlag,2023,263,"Gülsoy, Murat",,"Zeytinoğlu, Gülperi",,,Fiktionale Darstellung; Erzählende Literatur,ger,tur
9783835354760; 3835354760,Unter die Oberfläche,,Göttingen,Wallstein Verlag,2023,260,"Kumerdej, Mojca",,"Köstler, Erwin; Linde, Liza; Almasy, Karin; Hafner, Fabjan",,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur,ger,slv
9783982025025; 3982025028,Volksmärchen aus Indien,,Volkach,Märchen-Stiftung Walter Kahn,2023,376,,"Ramanujan, A. K.","Janning, Jürgen",,,Anthologie,ger,eng
9783518243589; 3518243586,Vorhut,Erste Auflage dieser Ausgabe,Berlin,Suhrkamp Verlag AG,2023,230,"Haupt, Zygmunt",,"Kinsky, Esther",,"Kinsky, Esther",Fiktionale Darstellung; Erzählende Literatur,ger,pol
9783948825126; 3948825122,Wandler Weird Anthologie,"Deutsche Erstveröffentlichung, Originalausgabe",Wendorf,Wandler Verlag,2023,460,,"Schmitt, Michael","Bauche-Eppers, Eva; Körber, Joachim; Siefener, Michael",,,Anthologie; Horror,ger,eng
9783455017717; 3455017711,Weihnachten mit Agatha Christie,1. Auflage,Hamburg,Atlantik,2023,268,"Christie, Agatha",,"Eichel, Günter",,,"Anthologie; Krimis, Thriller, Spionage",ger,eng
9783868207552; 3868207554,Weihnachtsmärchen & Erzählungen,"Neue, durchgesehene Ausgabe, 1. Auflage",Hamburg,Nikol Verlag,2023,620,"Dickens, Charles",,"Kolb, Carl",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
9783596708673; 3596708672,Wie wir jetzt leben,Lizenzausgabe mit freundlicher Genehmigung der Carl Hanser Verlag GmbH,Frankfurt am Main,FISCHER Taschenbuch,2023,123,"Sontag, Susan",,"Razum, Kathrin",,"Lueken, Verena",Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783990293942; 9783854359340; 9788871743516; 399029394X,"Wien, Paris, Saualm",,Klagenfurt,Wieser Verlag,2023,177,Prežihov Voranc,,"Strutz, Jozej",,,Fiktionale Darstellung; Erzählende Literatur,ger,slv
9783990293935; 3990293931,Wildwüchslinge,,Klagenfurt,Wieser Verlag,2023,221,Prežihov Voranc,,"Messner, Janko",,,Fiktionale Darstellung; Erzählende Literatur,ger,slv
9783518128046; 3518128043,Zekamerone,Erste Auflage,Berlin,Suhrkamp,2023,241,"Znak, Maxim",,"Weichsel, Volker; Weiler, Thomas",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,rus
9783945370421; 3945370426,Zwei Monde,Erste Auflage,Berlin,Guggolz Verlag,2023,249,"Kuncewiczowa, Maria",,"Loew, Peter Oliver",,"Artwińska, Anna",Fiktionale Darstellung; Erzählende Literatur,ger,pol
9783423290227; 3423290226,23 Uhr 12,Deutsche Erstausgabe,München,dtv,2022,170,"Dieudonné, Adeline",,"Malafosse, Sina de",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,fre
