"person_id","person_name","objekt_typ","rolle","objekt_id","publikationsjahr"
"P6779","Hengesbach, Bettina","Buch","ÜbersetzerIn Buch","9783754671993",2022
"P19878","Zander, Stefan","Buch","VerfasserIn Buch","9783944643878",2018
"P2884","Crawford, Francis Marion","Buch","Unklare Rolle Buch","9783752978643",2020
"P15056","Saße, Günter","Buch","HerausgeberIn Buch","9783150175262",2012
"P19658","Wolff, Karl","Buch","VerfasserIn Buch","9783863560201",2011
"P11018","Malou, Anna","Buch","VerfasserIn Buch","9783960083832",2016
"P18465","Vogl, Christa","Buch","VerfasserIn Buch","9783947247653",2021
"P8667","Kingsley, Mia","Buch","Unklare Rolle Buch","9783745095838",2017
"P18155","Turovski, Jan","Buch","VerfasserIn Buch","9783753430836",2021
"P19003","Weipert, Simon","Buch","VerfasserIn Buch","9783758355585",2023
"P17923","Tigges, Hubertus","Buch","VerfasserIn Buch","9783757563875",2023
"P16844","Sperl, Gisa","Buch","VerfasserIn Buch","9783939465362",2008
"P3606","Döring, Rolf","Buch","VerfasserIn Buch","9783940129543",2008
"P168","Aistermann, Wolfgang","Buch","Sonstige Rolle Buch","9783981237238",2010
"P16508","Sickel, Nele","Buch","VerfasserIn Buch","9783945045114",2017
"P18583","W., Katrin S.","Buch","Sonstige Rolle Buch","9783942229630",2012
"P11282","Matzantke, Gabriele","Buch","Sonstige Rolle Buch","9783940360281",2010
"P15735","Scholl, Susanne","Buch","Sonstige Rolle Buch","9783701716463",2015
"P17573","Swietek, Lisa","Buch","HerausgeberIn Buch","9783948887018",2020
"P12602","Noble, Lilian","Buch","Sonstige Rolle Buch","9783943481174",2013
"P17650","Tamcke, Karin","Buch","VerfasserIn Buch","9783927708938",2013
"P17318","Strachwitz, Hubertus-Kraft von","Buch","VerfasserIn Buch","9783939727965",2015
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA132",2013
"P16834","Spellerberg, Arnold","Buch","VerfasserIn Buch","9783940212559",2011
"P6123","Hackl, Anna","Literaturwettbewerb Ausgabe","GewinnerIn","WA31",2020
"P1442","Beyerl, Beppo","Buch","VerfasserIn Buch","9783990295960",2023
"P17550","Suska-Zerbes, Peter","Buch","Sonstige Rolle Buch","9783942229272",2011
"P1137","Beil, Lilo","Buch","VerfasserIn Buch","9783946190202",2016
"P10215","Lehnert, Oliver","Buch","VerfasserIn Buch","9783957203588",2023
"P11125","Markart, Mike","Buch","VerfasserIn Buch","9783950318494",2012
"P17146","Stelzl, Ulrike","Buch","VerfasserIn Buch","9783902903778",2014
"P79","Abts, Norbert","Buch","VerfasserIn Buch","9783000368820",2012
"P14532","Rosen, Rita","Buch","HerausgeberIn Buch","9783941072053",2011
"P17755","Tertinegg, Peter","Buch","VerfasserIn Buch","9783905960853",2019
"P18201","Ucik, Hannelore","Buch","VerfasserIn Buch","9783200060814",2018
"P12916","Packebusch, Katrin","Buch","HerausgeberIn Buch","9783982209500",2020
"P5151","Geißler, Heike","Buch","VerfasserIn Buch","9783948305031",2020
"P17150","Stengel, Joachim","Buch","Unklare Rolle Buch","9783751919913",2020
"P8460","Keip, Rainer","Buch","VerfasserIn Buch","9783754921470",2021
"P5498","Graf, Mia","Buch","VerlegerIn Buch","9783384048028",2023
"P4433","Fischer, Christina M.","Buch","Sonstige Rolle Buch","9783942229609",2012
"P14681","Ruhdorfer, Luise M.","Buch","VerfasserIn Buch","9783868703825",2011
"P6276","Hancock, Sarah","Buch","VerfasserIn Buch","9783750732490",2023
"P1561","Bittner, Michael","Buch","VerfasserIn Buch","9783942375252",2016
"P9901","Ladewig, Wolfgang W.","Buch","VerfasserIn Buch","9783940085986",2015
"P3597","Dörge, Christian","Buch","VerfasserIn Buch","9783754921470",2021
"P14842","S., Tracy","Buch","Sonstige Rolle Buch","9783981522013",2012
"P3927","Endemann, Stefanie","Buch","Sonstige Rolle Buch","9783929386523",2015
"P18952","Weihe, Richard","Buch","VerfasserIn Buch","9783907668917",2011
"P9764","König, Dieter","Buch","HerausgeberIn Buch","9783946498292",2021
"P4975","Gabelmann, Jürgen","Buch","VerfasserIn Buch","9783946498049",2017
"P5702","Gross, Viktor","Buch","VerfasserIn Buch","9783660806946",2014
"P6457","Hatwas, Eugene","Buch","VerfasserIn Buch","9783946381525",2018
"P14124","Reitmajer, Valentin","Buch","Sonstige Rolle Buch","9783942867443",2015
"P8705","Kirsch, Angelika","Buch","VerfasserIn Buch","9783887784089",2014
"P11358","Mayr-Gruber, Sigrid","Buch","VerfasserIn Buch","9783866349018",2010
"P18945","Weigel, Michael-A.","Buch","VerfasserIn Buch","9783741847172",2016
"P16169","Schäfer, Frank","Buch","Sonstige Rolle Buch","9783934896321",2011
"P16648","Skalicky, Peter","Buch","VerfasserIn Buch","9783966290340",2023
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA168",2016
"P10242","Leistner, Eileen","Buch","VerfasserIn Buch","9783946498049",2017
"P13791","Radke, Horst-Dieter","Buch","VerfasserIn Buch","9783959593366",2022
"P20275","projektverlag","Buch","Unklare Rolle Buch","9783897335752",2022
"P2731","Christ, Claudia","Buch","Sonstige Rolle Buch","9783957200693",2015
"P6893","Hermann-Röttgen, Marion","Buch","VerfasserIn Buch","9783939322900",2012
"P10735","Lukits-Wally, Martina","Buch","VerfasserIn Buch","9783850288675",2018
"P18546","Vos, Holger","Buch","VerfasserIn Buch","9783956690945",2018
"P16616","Sincar, Sultane","Buch","Sonstige Rolle Buch","9783942867443",2015
"P14531","Rosen, Bea","Buch","VerfasserIn Buch","9783950313314",2011
"P10694","Lucas, Katharina","Buch","VerfasserIn Buch","9783347722866",2022
"P10563","Litz, Leo","Buch","HerausgeberIn Buch","9783961457649",2019
"P1791","Bonack, Reiner","Buch","Unklare Rolle Buch","9783744881623",2018
"P16350","Segen, Rainer","Buch","VerfasserIn Buch","9783745094718",2017
"P12801","Oprée, Kurt Joseph","Buch","VerfasserIn Buch","9783869330501",2011
"P10324","Leps, Irene","Buch","HerausgeberIn Buch","9783942401364",2012
"P2993","Danford, Pirx","Buch","VerfasserIn Buch","9783981996609",2018
"P5446","Gordon, Rex","Buch","VerfasserIn Buch","9783756553259",2022
"P17634","Taddeo, Yvonne","Buch","VerlegerIn Buch","9781091225756",2019
"P6858","Herbst, Nina","Buch","VerfasserIn Buch","9783950509724",2022
"P18817","Waßmann, Michael","Buch","VerfasserIn Buch","9781521517628",2018
"P13211","Petrowskaja, Katja","Buch","VerfasserIn Buch","9783518424049",2014
"P13982","Reeken, Dieter von","Buch","VerlegerIn Buch","9783945807408",2019
"P878","Bastin, Marjolein","Buch","Sonstige Rolle Buch","9783649618423",2014
"P4589","Foxius, Armin","Buch","VerfasserIn Buch","9783939666301",2013
"P18602","Wachtmann, Helmut","Buch","Unklare Rolle Buch","9783750401013",2019
"P1662","Blode, Ulrich","Buch","HerausgeberIn Buch","9783957652874",2023
"P13518","Pordzik, Ralph","Buch","VerfasserIn Buch","9781445722108",2010
"P4414","Fiore, Angelo","Buch","VerfasserIn Buch","9791220133197",2023
"P13278","Pflügler, Hildegard","Buch","Unklare Rolle Buch","9783752674699",2020
"P2186","Brunner, Kati","Buch","ÜbersetzerIn Buch","9783965870307",2022
"P307","Ambrosio, Dorothea","Buch","VerfasserIn Buch","9783831621866",2020
"P3223","Dewerth, Werner","Buch","Sonstige Rolle Buch","9783940517791",2013
"P17035","Stege, Gisela","Buch","ÜbersetzerIn Buch","9783328106036",2019
"P10799","Löchli, Eva","Buch","VerfasserIn Buch","9783902808615",2014
"P1553","Bissig, Florian","Literaturwettbewerb Ausgabe","Jurymitglied","WA222",2021
"P8579","Kettenbach, Hans Werner","Buch","VerfasserIn Buch","9783257067408",2010
"P1719","Bode, Dietrich","Buch","HerausgeberIn Buch","9783150080122",2013
"P3796","Eichinger, Rene","Buch","Sonstige Rolle Buch","9783942229746",2012
"P20013","Zimmermann, Karin","Buch","VerfasserIn Buch","9783942641593",2018
"P9572","Kuhn, Christoph","Buch","VerfasserIn Buch","9783941209442",2018
"P2316","Bundi, Markus","Buch","VerfasserIn Buch","9783863514532",2017
"P2392","Butthoff, Elke","Buch","Unklare Rolle Buch","9783752627732",2020
"P12953","Palmer, Lucy","Buch","VerfasserIn Buch","9783750700727",2020
"P234","Alexius, Romy","Buch","VerfasserIn Buch","9783966411912",2020
"P14036","Reichert, Ananda Dagmar","Buch","VerfasserIn Buch","9783741805578",2016
"P6841","Herb, Elfriede","Buch","VerfasserIn Buch","9783931933456",2011
"P6508","Haushofer, Marlen","Buch","VerfasserIn Buch","9783548066622",2021
"P10678","Low","Buch","VerlegerIn Buch","9783940036285",2014
"P3003","Dannecker, Maks","Buch","Sonstige Rolle Buch","9783981430455",2014
"P2120","Brockmann, Doris","Literaturwettbewerb Ausgabe","GewinnerIn","WA17",2008
"P15259","Schiemann, Philipp","Buch","VerfasserIn Buch","9783931140281",2020
"P5894","Gurtner, Stefan","Buch","VerfasserIn Buch","9783868411935",2018
"P9878","LaBe, Sabine","Literaturwettbewerb Ausgabe","GewinnerIn","WA206",2019
"P5498","Graf, Mia","Buch","VerlegerIn Buch","9783384065674",2023
"P1375","Bernstein, F. W.","Buch","VerfasserIn Buch","9783938568866",2010
"P14469","Roloff, Heike","Buch","HerausgeberIn Buch","9783944758381",2022
"P16962","Stamm, Peter","Buch","VerfasserIn Buch","9783596178032",2009
"P6308","Hans-Christian, Tappe","Buch","Sonstige Rolle Buch","9783962580391",2019
"P12206","Müller-Knapp, Merle","Literaturwettbewerb Ausgabe","GewinnerIn","WA168",2016
"P1150","Bekker, Alfred","Buch","Unklare Rolle Buch","9783752993790",2020
"P1404","Bethke-Jehle, Sonja","Buch","Unklare Rolle Buch","9783750461741",2020
"P1417","Beuchert, Karsten","Buch","Sonstige Rolle Buch","9783942229999",2013
"P18039","Traxler, Eleonora","Buch","VerfasserIn Buch","9783990333761",2014
"P8911","Klumpjan, Manuela","Buch","HerausgeberIn Buch","9783961740765",2020
"P4218","Feder, Annette","Buch","VerfasserIn Buch","9783837207071",2010
"P17969","Todisco, Marco","Buch","Sonstige Rolle Buch","9783906311029",2015
"P10160","Lechleitner, Norbert","Buch","VerfasserIn Buch","9783780617057",2012
"P3995","Epp, Niklaus","Literaturwettbewerb Ausgabe","GewinnerIn","WA80",2009
"P19380","Willemsen, Roger","Buch","Sonstige Rolle Buch","9783869212906",2015
"P7381","Horn, Irmi","Buch","VerfasserIn Buch","9783903144712",2018
"P7143","Hnidek, Leopold","Buch","Sonstige Rolle Buch","9783902960221",2015
"P12716","Ocean, Marina","Buch","VerfasserIn Buch","9783347999909",2023
"P6952","Hesel, Gabi","Buch","VerfasserIn Buch","9783839138410",2010
"P9257","Krakau, Stefanie","Buch","VerfasserIn Buch","9783932053870",2016
"P10207","Lehn, Julia","Buch","VerfasserIn Buch","9783957201720",2016
"P5147","Geitmann, Helena","Buch","VerfasserIn Buch","9783933519825",2017
"P10129","Lawall, Finja","Buch","VerfasserIn Buch","9783750742024",2022
"P10409","Liebelt, Volker","Buch","VerfasserIn Buch","9783957202024",2018
"P13044","Paul-Hambrink, Brigitte","Buch","VerfasserIn Buch","9783347051843",2021
"P5777","Grunwald-Delitz, Karu-Levin","Buch","VerfasserIn Buch","9783960421221",2022
"P17302","Storck, Margret","Buch","Sonstige Rolle Buch","9783943446173",2014
"P5498","Graf, Mia","Buch","VerlegerIn Buch","9783384035370",2023
"P8889","Kloss, Helmar","Buch","VerfasserIn Buch","9783741242991",2016
"P15890","Schuett, Rolf Friedrich","Buch","Unklare Rolle Buch","9783748188568",2019
"P4068","Eschke, R.","Buch","Sonstige Rolle Buch","9783000341533",2011
"P18705","Wallace, Sarah","Buch","VerfasserIn Buch","9783750714502",2022
"P11344","Mayer, Thomas","Buch","VerfasserIn Buch","9783900044404",2013
"P8968","Knol, Barbara","Buch","Unklare Rolle Buch","9783748171522",2019
"P20288","stuemer, marcellinus","Buch","VerfasserIn Buch","9783757512262",2023
"P5412","Goldenbaum, Gianna Suzann","Buch","VerfasserIn Buch","9783957201751",2016
"P13140","Perle, Thomas","Buch","HerausgeberIn Buch","9783901899935",2022
"P17548","Surminski, Arno","Buch","VerfasserIn Buch","9783831903924",2010
"P7944","Jennerjahn-Hakenes, Birgit","Buch","Sonstige Rolle Buch","9783942229531",2011
"P3282","Dietrich, Tino","Buch","VerfasserIn Buch","9783754115770",2021
"P6118","Hackel, Rainer","Buch","VerfasserIn Buch","9783959483889",2018
"P2396","Buße, Juston","Buch","VerfasserIn Buch","9783945532119",2017
"P1218","Benedikt &lt","Buch","Unklare Rolle Buch","9783938401200",2010
"P15722","Schoch, Susan","Buch","VerfasserIn Buch","9783033084742",2021
"P17791","Theimann, Sara","Buch","Sonstige Rolle Buch","9783944284415",2014
"P9060","Kohlhofer, Fritz","Buch","VerfasserIn Buch","9783990105566",2012
"P1632","Blepp, Helmut","Buch","VerfasserIn Buch","9783982012292",2023
"P19042","Weist, Winfried M.","Buch","VerlegerIn Buch","9783000414800",2013
"P14344","Rihner, Jasmin, Schneider, Gesa","Literaturwettbewerb Ausgabe","Jurymitglied","WA250",2023
"P14425","Rodgers, Davina","Literaturwettbewerb Ausgabe","Jurymitglied","WA97",2010
"P18802","Watolla, Marcus","Buch","Sonstige Rolle Buch","9783944284347",2014
"P695","Backus, Thomas","Buch","Sonstige Rolle Buch","9783942229487",2011
"P19968","Zicari, Greta","Buch","Sonstige Rolle Buch","9783942229227",2011
"P832","Barth, Heinz-Georg","Buch","Sonstige Rolle Buch","9783941127203",2013
"P15532","Schmidt, Ulrike","Buch","VerfasserIn Buch","9783957202598",2019
"P8190","Kafka, Franz","Buch","VerfasserIn Buch","9783745098617",2017
"P19712","Wozniak, Waltraut","Buch","Sonstige Rolle Buch","9783942229425",2011
"P8556","Kersten, Stefanie","Buch","ÜbersetzerIn Buch","9783754671993",2022
"P5495","Graf, Heiner","Buch","VerfasserIn Buch","9783982494104",2022
"P13574","Preis, Ulrike","Buch","Sonstige Rolle Buch","9783929656268",2013
"P19644","Wolf, Winfried","Buch","VerfasserIn Buch","9783842513556",2014
"P11197","Martin-Virolainen, Katharina","Buch","VerfasserIn Buch","9783947270064",2019
"P18547","Voss, Reinhard","Buch","Sonstige Rolle Buch","9783881906814",2012
"P17484","Stöger, Christina","Buch","VerfasserIn Buch","9783942614764",2014
"P10143","Laß, Michael","Buch","VerfasserIn Buch","9783957202437",2018
"P12117","Müller, Beat von","Buch","VerfasserIn Buch","9783943275704",2023
"P13146","Perret, Roger","Buch","HerausgeberIn Buch","9783857873959",2008
"P13318","Pichler, Greta Maria","Literaturwettbewerb Ausgabe","GewinnerIn","WA65",2022
"P19868","Zahner, Ursula","Buch","Sonstige Rolle Buch","9783928269292",2012
"P8485","Keller, Natalie","Buch","Sonstige Rolle Buch","9783798605572",2014
"P9218","Kovacevic, Jeannette","Buch","VerfasserIn Buch","9783938728567",2010
"P14084","Reiner, Matthias","Buch","HerausgeberIn Buch","9783458194941",2021
"P19115","Wendt, Gunna","Buch","Sonstige Rolle Buch","9783990392096",2021
"P15579","Schmitz, Anne","Buch","VerfasserIn Buch","9783947083152",2018
"P16264","Schüpfer, Madeleine","Buch","VerfasserIn Buch","9783905404630",2013
"P14425","Rodgers, Davina","Literaturwettbewerb Ausgabe","Jurymitglied","WA186",2018
"P13433","Plievier, Theodor","Buch","VerfasserIn Buch","9783462401790",2018
"P8775","Kleber, Bernd","Buch","VerfasserIn Buch","9783982012278",2022
"P18237","Ullrich, Wolfgang","Buch","VerfasserIn Buch","9783942728232",2018
"P3912","Emig-Herchen, Dörthe","Buch","HerausgeberIn Buch","9783898466127",2010
"P4168","Falke, Tino","Buch","VerfasserIn Buch","9783755741824",2021
"P3710","Eder, Gregor","Buch","Sonstige Rolle Buch","9783942229258",2011
"P616","Awe, Jürgen","Buch","VerfasserIn Buch","9783896269577",2010
"P13131","Peps, Debsi","Buch","VerfasserIn Buch","9783959962155",2021
"P11674","Michels, Volker","Buch","HerausgeberIn Buch","9783458193487",2011
"P10360","Leupin, Peter","Buch","VerfasserIn Buch","9783756215768",2023
"P18927","Weichold, Dietrich","Buch","VerfasserIn Buch","9783837029369",2008
"P15648","Schneider, Gesa","Literaturwettbewerb Ausgabe","Jurymitglied","WA225",2021
"P4706","Freyhofer, Armando","Buch","VerfasserIn Buch","9783755757764",2021
"P16179","Schäfer, Monika","Buch","Unklare Rolle Buch","9783347178175",2020
"P1872","Boschmann, Henselowsky","Buch","VerlegerIn Buch","9783942094696",2017
"P3398","Donhauser, Michael","Buch","VerfasserIn Buch","9783938767429",2008
"P5187","Gerber, Georg","Literaturwettbewerb Ausgabe","Jurymitglied","WA115",2012
"P18396","Vering, Lukas","Buch","VerfasserIn Buch","9783940830449",2017
"P19481","Winter, Nikola","Buch","VerfasserIn Buch","9783941742123",2010
"P17948","Timon, Andrè","Buch","VerfasserIn Buch","9783966890892",2022
"P18601","Wachter, Petra","Buch","Sonstige Rolle Buch","9783756539635",2022
"P454","Apfelstedt, Marianne","Buch","VerfasserIn Buch","9783982012292",2023
"P7801","Jackson, Ricarda","Buch","VerfasserIn Buch","9783750706026",2020
"P4496","Flaskamp, Christoph","Buch","Sonstige Rolle Buch","9783849810528",2015
"P11870","Moore, Mandy","Buch","HerausgeberIn Buch","9783750700789",2020
"P18007","Tossing, Gudrun","Buch","VerfasserIn Buch","9783939832478",2012
"P8737","Klaffke, Irene","Buch","Sonstige Rolle Buch","9783863561239",2016
"P12293","Napf, Karl","Buch","VerfasserIn Buch","9783874079945",2010
"P8570","Kessel, Hans-Werner","Buch","Unklare Rolle Buch","9783750261365",2019
"P16072","Schwarz, Tanja","Buch","Sonstige Rolle Buch","9783940691453",2013
"P8375","Kastberger, Klaus","Literaturwettbewerb Ausgabe","Jurymitglied","WA9",2016
"P3597","Dörge, Christian","Buch","Unklare Rolle Buch","9783753109268",2020
"P7553","Häfliger, Eduard","Buch","VerfasserIn Buch","9783905968026",2011
"P16350","Segen, Rainer","Buch","VerfasserIn Buch","9783745094589",2017
"P10304","Lenze, Gisela","Buch","Sonstige Rolle Buch","9783954880812",2012
"P15282","Schiller, Francis von","Buch","VerfasserIn Buch","9783946896661",2023
"P5139","Geiser, Christoph","Buch","VerfasserIn Buch","9783906910512",2019
"P17220","Stieglitz, Manfred","Buch","VerfasserIn Buch","9783842245938",2018
"P7203","Hoffmann, Gerhardt","Buch","VerfasserIn Buch","9783981265101",2008
"P9442","Kron, Norbert","Buch","HerausgeberIn Buch","9783518462331",2011
"P10524","Linnebank, Jonas","Literaturzeitschrift","Creator Zeitschrift","Z34",NULL
"P15135","Scharrelmann, Wilhelm","Buch","VerfasserIn Buch","9783960470007",2016
"P17173","Sterbling, Anton","Buch","VerfasserIn Buch","9783863563035",2020
"P19087","Wells, H.G.","Buch","VerfasserIn Buch","9783756209125",2022
"P19351","Wiles, Simona","Buch","VerfasserIn Buch","9783966418195",2021
"P7146","Hoba, Christine","Buch","VerfasserIn Buch","9783954622221",2014
"P9747","Köhlmeier, Michael","Buch","VerfasserIn Buch","9783200066748",2019
"P16998","Starzengruber, Monika","Buch","Unklare Rolle Buch","9783734581410",2017
"P10812","Löns, Hermann","Buch","VerfasserIn Buch","9783946366607",2016
"P18067","Treudl, Sylvia","Buch","HerausgeberIn Buch","9783950343212",2012
"P3818","Eilers, Reimer Boy","Buch","HerausgeberIn Buch","9783967631852",2021
"P13521","Portarsky, Veso","Buch","VerlegerIn Buch","9781521943908",2017
"P8249","Kallenbach, Theo","Buch","HerausgeberIn Buch","9783862371129",2010
"P13350","Pietzsch, Romy","Buch","Unklare Rolle Buch","9783749720415",2020
"P17328","Strasser, Brigitte","Buch","HerausgeberIn Buch","9783835313927",2015
"P7984","Joachim, Lars","Buch","HerausgeberIn Buch","9783000403705",2012
"P16874","Spirlin, Gard","Buch","VerfasserIn Buch","9783966290340",2023
"P160","Ahrens, Lina","Buch","VerfasserIn Buch","9783948235000",2019
"P7427","Huber, Christa","Buch","Sonstige Rolle Buch","9783863320232",2014
"P19788","Wübken, Andrea","Buch","VerfasserIn Buch","9783957202499",2019
"P11765","Mister O., Mister","Buch","VerfasserIn Buch","9783940830920",2017
"P16438","Seo, Hyewon","Buch","HerausgeberIn Buch","9783960142140",2016
"P17749","Teratos, Moe","Buch","Sonstige Rolle Buch","9783944729411",2014
"P10100","Laufenburg, Heike","Buch","Sonstige Rolle Buch","9783868069600",2019
"P3597","Dörge, Christian","Buch","Unklare Rolle Buch","9783753121161",2020
"P12686","O'Connell, Sean","Buch","Sonstige Rolle Buch","9783940036278",2014
"P12507","Nieden, Eckart zur","Buch","Sonstige Rolle Buch","9783765542848",2016
"P7921","Jascha, Johann","Buch","Sonstige Rolle Buch","9783900678203",2012
"P10858","Lüssy, Heinrich","Buch","VerfasserIn Buch","9783906929446",2020
"P6498","Hausdorf, Haike","Buch","VerfasserIn Buch","9783946820093",2017
"P18802","Watolla, Marcus","Buch","Sonstige Rolle Buch","9783942229500",2011
"P9341","Krebs, Günther","Buch","VerfasserIn Buch","9783899790955",2008
"P14583","Rotenhan, Hans von","Buch","VerfasserIn Buch","9783947334254",2018
"P10986","Majoleth, Carmen","Buch","Sonstige Rolle Buch","9783942229678",2012
"P3284","Dietz, Pierre","Literaturwettbewerb","Jurymitglied 2023","W30",NULL
"P4808","Froböse, Hans-Jürgen","Buch","HerausgeberIn Buch","9783883472652",2008
"P12862","Ott, Susann","Buch","Sonstige Rolle Buch","9783942229357",2011
"P3597","Dörge, Christian","Buch","Unklare Rolle Buch","9783748521969",2019
"P11762","Misko, Mona","Buch","Unklare Rolle Buch","9783748168959",2018
"P19799","Würl, Peter","Buch","Sonstige Rolle Buch","9783981044782",2015
"P7143","Hnidek, Leopold","Buch","VerfasserIn Buch","9783950288360",2011
"P415","Ani, Friedrich","Buch","VerfasserIn Buch","9783942212274",2011
"P2858","Cosette","Buch","Unklare Rolle Buch","9783866081574",2014
"P6678","Heinrich, Paul","Buch","Sonstige Rolle Buch","9783981358728",2012
"P4746","Friedrich, Hermann","Buch","Sonstige Rolle Buch","9783960080725",2015
"P5714","Groth, Silke","Buch","VerlegerIn Buch","9783982465104",2022
"P695","Backus, Thomas","Buch","Sonstige Rolle Buch","9783942229470",2011
"P18953","Weiher, Markus","Buch","VerfasserIn Buch","9783947221240",2018
"P8876","Klofer, Alexandra","Buch","VerfasserIn Buch","9783903323155",2022
"P9055","Kohler, Markus","Buch","VerfasserIn Buch","9783903161146",2016
"P3352","Dobesch, Annette","Buch","Sonstige Rolle Buch","9783866381476",2010
"P7961","Jerjomina, Ljudmila","Buch","Sonstige Rolle Buch","9783866851115",2008
"P12643","Novotny, Karl","Buch","VerfasserIn Buch","9783990033173",2011
"P11412","Mehlmann, Christin","Buch","Sonstige Rolle Buch","9783957200716",2015
"P18086","Troi, Heidi","Buch","VerfasserIn Buch","9783898014205",2019
"P20192","diverse","Buch","ÜbersetzerIn Buch","9783257243550",2016
"P9572","Kuhn, Christoph","Literaturwettbewerb Ausgabe","Jurymitglied","WA215",2020
"P14948","Sander, Gregor","Literaturwettbewerb Ausgabe","GewinnerIn","WA2",2009
"P13279","Pflügner, Wolfgang","Buch","VerfasserIn Buch","9783960080404",2015
"P16391","Seiler, Lutz","Buch","VerfasserIn Buch","9783518466285",2015
"P12515","Niederle, Helmuth A.","Buch","HerausgeberIn Buch","9783854097136",2014
"P4074","Esselborn, Hans","Buch","HerausgeberIn Buch","9783957652867",2023
"P19456","Winkler, Ute","Buch","VerfasserIn Buch","9783942024006",2009
"P8220","Kaiser, Vea","Literaturwettbewerb Ausgabe","Jurymitglied","WA15",2022
"P12406","Neudörfer, Claudia","Buch","VerfasserIn Buch","9783757510206",2023
"P4858","Fuchs, Elisa","Literaturwettbewerb Ausgabe","Jurymitglied","WA237",2022
"P15436","Schmid, Rolf","Buch","VerfasserIn Buch","9783037631478",2023
"P10987","Makarewicz, Nicole","Literaturwettbewerb Ausgabe","GewinnerIn","WA19",2009
"P1536","Birr, Tilman","Buch","Sonstige Rolle Buch","9783981489170",2012
"P10508","Lindt, Nicolas","Buch","VerlegerIn Buch","9783859812635",2013
"P15923","Schultz, Stine","Buch","VerfasserIn Buch","9783981648157",2016
"P5498","Graf, Mia","Buch","VerlegerIn Buch","9783384094681",2023
"P4434","Fischer, Christl","Buch","VerfasserIn Buch","9783981876895",2019
"P13749","R.G. Fischer Verlag","Buch","VerlegerIn Buch","9783864558955",2014
"P10793","Läubli, Martina","Literaturwettbewerb Ausgabe","Jurymitglied","WA145",2014
"P13966","Redflower, Jaana","Buch","VerfasserIn Buch","9783968150666",2023
"P16800","Sotiropoulos, Ersi","Buch","VerfasserIn Buch","9783946142874",2021
"P9334","Krauß, Angela","Buch","VerfasserIn Buch","9783948305031",2020
"P18037","Trautmannsberger, Gerhard","Buch","HerausgeberIn Buch","9783944000015",2012
"P14391","Rittig, Kurt","Buch","VerfasserIn Buch","9783944501574",2018
"P4723","Friebe, Jens","Buch","VerfasserIn Buch","9783957324481",2020
"P10790","Länger, Susanna","Buch","VerfasserIn Buch","9783902744012",2009
"P15549","Schmieder, Arnold","Buch","VerfasserIn Buch","9783757889470",2023
"P7229","Hoffsümmer, Willi","Buch","HerausgeberIn Buch","9783786728245",2010
"P17545","Surborg, Lisanne","Buch","VerfasserIn Buch","9783958693593",2023
"P3096","Decker, Agnes","Buch","VerfasserIn Buch","9783982012261",2021
"P12508","Nieder, Karl","Buch","VerfasserIn Buch","9783753420066",2021
"P6628","Heimann, Michael","Buch","VerfasserIn Buch","9783753169606",2021
"P2386","Buth, Marc","Buch","VerfasserIn Buch","9783754308905",2021
"P7431","Huber, Ingrid","Buch","VerfasserIn Buch","9783451341250",2011
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA189",2018
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA182",2017
"P11542","Mercsanits, Barbara","Buch","Unklare Rolle Buch","9783752626162",2020
"P12642","Novelli, Vera","Buch","VerfasserIn Buch","9783876141473",2022
"P433","Anselm, Doris","Literaturwettbewerb Ausgabe","GewinnerIn","WA57",2014
"P2500","Büchel, Karin","Buch","VerfasserIn Buch","9783957202543",2019
"P12187","Müller, Titus","Buch","VerfasserIn Buch","9783957340412",2015
"P4514","Fleißner, Helene","Buch","VerfasserIn Buch","9783903303096",2019
"P7735","Ink, Fred","Buch","Sonstige Rolle Buch","9798837387548",2022
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA214",2020
"P15559","Schmitt Scheubel, Robert","Buch","HerausgeberIn Buch","9783937416373",2014
"P6374","Harris, Kimberly","Buch","VerfasserIn Buch","9783750732377",2022
"P6293","Hanisch, Helmut","Buch","VerfasserIn Buch","9783960140948",2016
"P16592","Simon, Christian","Buch","Sonstige Rolle Buch","9783981712360",2015
"P9348","Krechel, Ursula","Literaturwettbewerb Ausgabe","Jurymitglied","WA52",2009
"P17621","Sültz, Renate","Buch","Unklare Rolle Buch","9783751934862",2020
"P15518","Schmidt, Philipp","Buch","VerfasserIn Buch","9783748582267",2019
"P19865","Zagat, Arthur Leo","Buch","Unklare Rolle Buch","9783751914833",2020
"P13367","Pils, Richard","Buch","HerausgeberIn Buch","9783990284605",2015
"P1113","Behrend, Gabriele","Buch","Sonstige Rolle Buch","9783942903035",2012
"P15226","Schernthanner, Hannes","Buch","VerfasserIn Buch","9783940830449",2017
"P16665","Skrobisz, Nikodem","Buch","HerausgeberIn Buch","9783967412215",2023
"P11259","Matthau, Teddy","Buch","VerfasserIn Buch","9783940640598",2012
"P12161","Müller, Marlise","Buch","HerausgeberIn Buch","9783761556375",2008
